"행정구역별(시군구)","직업별","항목","단위","2015 년",
"용산구","2. 전문가 및 관련 종사자","취업인구-현거주지","","30210",
"용산구","2. 전문가 및 관련 종사자","취업인구-근무지","","38131",
"용산구","2. 전문가 및 관련 종사자","남-현거주지","","16387",
"용산구","2. 전문가 및 관련 종사자","남-근무지","","20890",
"용산구","2. 전문가 및 관련 종사자","여-현거주지","","13823",
"용산구","2. 전문가 및 관련 종사자","여-근무지","","17241",
"용산구","3. 사무 종사자","취업인구-현거주지","","20575",
"용산구","3. 사무 종사자","취업인구-근무지","","38342",
"용산구","3. 사무 종사자","남-현거주지","","10502",
"용산구","3. 사무 종사자","남-근무지","","20198",
"용산구","3. 사무 종사자","여-현거주지","","10073",
"용산구","3. 사무 종사자","여-근무지","","18144",
"용산구","4. 서비스 종사자","취업인구-현거주지","","13220",
"용산구","4. 서비스 종사자","취업인구-근무지","","18584",
"용산구","4. 서비스 종사자","남-현거주지","","5514",
"용산구","4. 서비스 종사자","남-근무지","","9152",
"용산구","4. 서비스 종사자","여-현거주지","","7706",
"용산구","4. 서비스 종사자","여-근무지","","9432",
"용산구","5. 판매 종사자","취업인구-현거주지","","14619",
"용산구","5. 판매 종사자","취업인구-근무지","","24046",
"용산구","5. 판매 종사자","남-현거주지","","8068",
"용산구","5. 판매 종사자","남-근무지","","14121",
"용산구","5. 판매 종사자","여-현거주지","","6551",
"용산구","5. 판매 종사자","여-근무지","","9925",
"용산구","6. 농림어업 숙련 종사자","취업인구-현거주지","","71",
"용산구","6. 농림어업 숙련 종사자","취업인구-근무지","","114",
"용산구","6. 농림어업 숙련 종사자","남-현거주지","","50",
"용산구","6. 농림어업 숙련 종사자","남-근무지","","71",
"용산구","6. 농림어업 숙련 종사자","여-현거주지","","21",
"용산구","6. 농림어업 숙련 종사자","여-근무지","","43",
"용산구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","7811",
"용산구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","12447",
"용산구","7. 기능원 및 관련 기능 종사자","남-현거주지","","5567",
"용산구","7. 기능원 및 관련 기능 종사자","남-근무지","","10120",
"용산구","7. 기능원 및 관련 기능 종사자","여-현거주지","","2244",
"용산구","7. 기능원 및 관련 기능 종사자","여-근무지","","2327",
"용산구","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","4693",
"용산구","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","6144",
"용산구","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","3981",
"용산구","8. 장치, 기계조작 및 조립 종사자","남-근무지","","5399",
"용산구","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","712",
"용산구","8. 장치, 기계조작 및 조립 종사자","여-근무지","","745",
"용산구","9. 단순 노무 종사자","취업인구-현거주지","","10382",
"용산구","9. 단순 노무 종사자","취업인구-근무지","","13907",
"용산구","9. 단순 노무 종사자","남-현거주지","","5896",
"용산구","9. 단순 노무 종사자","남-근무지","","8017",
"용산구","9. 단순 노무 종사자","여-현거주지","","4486",
"용산구","9. 단순 노무 종사자","여-근무지","","5890",
"용산구","A. 기타","취업인구-현거주지","","688",
"용산구","A. 기타","취업인구-근무지","","2682",
"용산구","A. 기타","남-현거주지","","642",
"용산구","A. 기타","남-근무지","","2501",
"용산구","A. 기타","여-현거주지","","46",
"용산구","A. 기타","여-근무지","","181",
"성동구","계","취업인구-현거주지","","144719",
"성동구","계","취업인구-근무지","","162332",
"성동구","계","남-현거주지","","82253",
"성동구","계","남-근무지","","97606",
"성동구","계","여-현거주지","","62466",
"성동구","계","여-근무지","","64726",
"성동구","1. 관리자","취업인구-현거주지","","5663",
"성동구","1. 관리자","취업인구-근무지","","3864",
"성동구","1. 관리자","남-현거주지","","4192",
"성동구","1. 관리자","남-근무지","","3036",
"성동구","1. 관리자","여-현거주지","","1471",
"성동구","1. 관리자","여-근무지","","828",
"성동구","2. 전문가 및 관련 종사자","취업인구-현거주지","","38187",
"성동구","2. 전문가 및 관련 종사자","취업인구-근무지","","39376",
"성동구","2. 전문가 및 관련 종사자","남-현거주지","","20772",
"성동구","2. 전문가 및 관련 종사자","남-근무지","","21559",
"성동구","2. 전문가 및 관련 종사자","여-현거주지","","17415",
"성동구","2. 전문가 및 관련 종사자","여-근무지","","17817",
"성동구","3. 사무 종사자","취업인구-현거주지","","27762",
"성동구","3. 사무 종사자","취업인구-근무지","","31774",
"성동구","3. 사무 종사자","남-현거주지","","13865",
"성동구","3. 사무 종사자","남-근무지","","16596",
"성동구","3. 사무 종사자","여-현거주지","","13897",
"성동구","3. 사무 종사자","여-근무지","","15178",
"성동구","4. 서비스 종사자","취업인구-현거주지","","15016",
"성동구","4. 서비스 종사자","취업인구-근무지","","13976",
"성동구","4. 서비스 종사자","남-현거주지","","6173",
"성동구","4. 서비스 종사자","남-근무지","","5998",
"성동구","4. 서비스 종사자","여-현거주지","","8843",
"성동구","4. 서비스 종사자","여-근무지","","7978",
"성동구","5. 판매 종사자","취업인구-현거주지","","19473",
"성동구","5. 판매 종사자","취업인구-근무지","","21176",
"성동구","5. 판매 종사자","남-현거주지","","10511",
"성동구","5. 판매 종사자","남-근무지","","12435",
"성동구","5. 판매 종사자","여-현거주지","","8962",
"성동구","5. 판매 종사자","여-근무지","","8741",
"성동구","6. 농림어업 숙련 종사자","취업인구-현거주지","","118",
"성동구","6. 농림어업 숙련 종사자","취업인구-근무지","","208",
"성동구","6. 농림어업 숙련 종사자","남-현거주지","","81",
"성동구","6. 농림어업 숙련 종사자","남-근무지","","143",
"성동구","6. 농림어업 숙련 종사자","여-현거주지","","37",
"성동구","6. 농림어업 숙련 종사자","여-근무지","","65",
"성동구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","14451",
"성동구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","22358",
"성동구","7. 기능원 및 관련 기능 종사자","남-현거주지","","10172",
"성동구","7. 기능원 및 관련 기능 종사자","남-근무지","","16910",
"성동구","7. 기능원 및 관련 기능 종사자","여-현거주지","","4279",
"성동구","7. 기능원 및 관련 기능 종사자","여-근무지","","5448",
"성동구","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","9301",
"성동구","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","13689",
"성동구","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","7786",
"성동구","8. 장치, 기계조작 및 조립 종사자","남-근무지","","11473",
"성동구","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","1515",
"성동구","8. 장치, 기계조작 및 조립 종사자","여-근무지","","2216",
"성동구","9. 단순 노무 종사자","취업인구-현거주지","","14714",
"성동구","9. 단순 노무 종사자","취업인구-근무지","","15895",
"성동구","9. 단순 노무 종사자","남-현거주지","","8672",
"성동구","9. 단순 노무 종사자","남-근무지","","9440",
"성동구","9. 단순 노무 종사자","여-현거주지","","6042",
"성동구","9. 단순 노무 종사자","여-근무지","","6455",
"성동구","A. 기타","취업인구-현거주지","","34",
"성동구","A. 기타","취업인구-근무지","","16",
"성동구","A. 기타","남-현거주지","","29",
"성동구","A. 기타","남-근무지","","16",
"성동구","A. 기타","여-현거주지","","5",
"성동구","A. 기타","여-근무지","","",
"광진구","계","취업인구-현거주지","","181481",
"광진구","계","취업인구-근무지","","143502",
"광진구","계","남-현거주지","","100712",
"광진구","계","남-근무지","","78953",
"광진구","계","여-현거주지","","80769",
"광진구","계","여-근무지","","64549",
"광진구","1. 관리자","취업인구-현거주지","","4807",
"광진구","1. 관리자","취업인구-근무지","","2994",
"광진구","1. 관리자","남-현거주지","","3851",
"광진구","1. 관리자","남-근무지","","2309",
"광진구","1. 관리자","여-현거주지","","956",
"광진구","1. 관리자","여-근무지","","685",
"광진구","2. 전문가 및 관련 종사자","취업인구-현거주지","","49051",
"광진구","2. 전문가 및 관련 종사자","취업인구-근무지","","35930",
"광진구","2. 전문가 및 관련 종사자","남-현거주지","","25477",
"광진구","2. 전문가 및 관련 종사자","남-근무지","","17449",
"광진구","2. 전문가 및 관련 종사자","여-현거주지","","23574",
"광진구","2. 전문가 및 관련 종사자","여-근무지","","18481",
"광진구","3. 사무 종사자","취업인구-현거주지","","34033",
"광진구","3. 사무 종사자","취업인구-근무지","","24803",
"광진구","3. 사무 종사자","남-현거주지","","15680",
"광진구","3. 사무 종사자","남-근무지","","11875",
"광진구","3. 사무 종사자","여-현거주지","","18353",
"광진구","3. 사무 종사자","여-근무지","","12928",
"광진구","4. 서비스 종사자","취업인구-현거주지","","21340",
"광진구","4. 서비스 종사자","취업인구-근무지","","20191",
"광진구","4. 서비스 종사자","남-현거주지","","8897",
"광진구","4. 서비스 종사자","남-근무지","","8618",
"광진구","4. 서비스 종사자","여-현거주지","","12443",
"광진구","4. 서비스 종사자","여-근무지","","11573",
"광진구","5. 판매 종사자","취업인구-현거주지","","25678",
"광진구","5. 판매 종사자","취업인구-근무지","","20618",
"광진구","5. 판매 종사자","남-현거주지","","13756",
"광진구","5. 판매 종사자","남-근무지","","11386",
"광진구","5. 판매 종사자","여-현거주지","","11922",
"광진구","5. 판매 종사자","여-근무지","","9232",
"광진구","6. 농림어업 숙련 종사자","취업인구-현거주지","","223",
"광진구","6. 농림어업 숙련 종사자","취업인구-근무지","","192",
"광진구","6. 농림어업 숙련 종사자","남-현거주지","","152",
"광진구","6. 농림어업 숙련 종사자","남-근무지","","122",
"광진구","6. 농림어업 숙련 종사자","여-현거주지","","71",
"광진구","6. 농림어업 숙련 종사자","여-근무지","","70",
"광진구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","16830",
"광진구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","14490",
"광진구","7. 기능원 및 관련 기능 종사자","남-현거주지","","12249",
"광진구","7. 기능원 및 관련 기능 종사자","남-근무지","","10515",
"광진구","7. 기능원 및 관련 기능 종사자","여-현거주지","","4581",
